,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,month,dayth,year,month_dayth,festival,isweekend
11023,317,2016-04-24,7.0,cloudy,70.3621451104101,1546.0,2826.0,4805.0,4,24,2016,04-24,spring,1
11024,252,2016-04-25,7.0,cloudy,73.72976190476193,1567.0,3064.0,4982.0,4,25,2016,04-25,spring,0
11025,155,2016-04-26,7.0,cloudy,43.779354838709686,1536.0,3159.0,5057.0,4,26,2016,04-26,spring,0
11026,114,2016-04-27,7.0,cloudy,44.30438596491229,1505.0,3142.0,5097.0,4,27,2016,04-27,spring,0
11027,142,2016-04-28,7.0,cloudy,44.57887323943662,1416.0,3085.0,5058.0,4,28,2016,04-28,spring,0
11028,152,2016-04-29,7.0,cloudy,44.93223684210528,1353.0,3023.0,5008.0,4,29,2016,04-29,spring,0
11029,62,2016-04-30,7.0,rain or snow,45.725806451612904,1339.0,2974.0,5030.0,4,30,2016,04-30,spring,1
11030,99,2016-05-01,7.0,cloudy,46.46060606060606,1194.0,2740.0,4948.0,5,1,2016,05-01,spring,1
11031,178,2016-05-02,7.0,cloudy,52.381460674157296,976.0,2543.0,4916.0,5,2,2016,05-02,spring,0
11032,232,2016-05-03,7.0,cloudy,59.67284482758621,902.0,2438.0,5032.0,5,3,2016,05-03,spring,0
11033,162,2016-05-04,7.0,cloudy,47.12654320987654,979.0,2484.0,5112.0,5,4,2016,05-04,spring,0
11034,205,2016-05-05,7.0,cloudy,52.48,1027.0,2443.0,5199.0,5,5,2016,05-05,spring,0
11035,283,2016-05-06,7.0,cloudy,72.22332155477032,1090.0,2443.0,5275.0,5,6,2016,05-06,spring,0
11036,196,2016-05-07,7.0,cloudy,58.10663265306122,1221.0,2560.0,5486.0,5,7,2016,05-07,spring,1
11037,227,2016-05-08,7.0,cloudy,63.21321585903082,1355.0,2549.0,5569.0,5,8,2016,05-08,spring,1
11038,128,2016-05-09,7.0,cloudy,55.02187499999999,1483.0,2459.0,5701.0,5,9,2016,05-09,spring,0
11039,163,2016-05-10,7.0,cloudy,58.08895705521474,1433.0,2335.0,5730.0,5,10,2016,05-10,spring,0
11040,234,2016-05-11,7.0,cloudy,59.110683760683756,1364.0,2343.0,5814.0,5,11,2016,05-11,spring,0
11041,218,2016-05-12,7.0,cloudy,63.11192660550458,1436.0,2463.0,5891.0,5,12,2016,05-12,spring,0
11042,199,2016-05-13,7.0,cloudy,59.23366834170854,1449.0,2539.0,5937.0,5,13,2016,05-13,spring,0
11043,150,2016-05-14,7.0,cloudy,44.79066666666666,1365.0,2586.0,5965.0,5,14,2016,05-14,spring,1
11044,211,2016-05-15,7.0,cloudy,50.48815165876778,1319.0,2674.0,5911.0,5,15,2016,05-15,spring,1
11045,253,2016-05-16,7.0,cloudy,61.24466403162056,1303.0,2786.0,5921.0,5,16,2016,05-16,spring,0
11046,181,2016-05-17,7.0,cloudy,51.512154696132576,1428.0,2861.0,5878.0,5,17,2016,05-17,spring,0
11047,236,2016-05-18,7.0,cloudy,55.178389830508486,1446.0,2810.0,5763.0,5,18,2016,05-18,spring,0
11048,268,2016-05-19,7.0,cloudy,60.79925373134327,1448.0,2884.0,5716.0,5,19,2016,05-19,spring,0
11049,262,2016-05-20,7.0,cloudy,61.52824427480916,1498.0,2947.0,5798.0,5,20,2016,05-20,spring,0
11050,306,2016-05-21,7.0,cloudy,68.9503267973856,1561.0,2926.0,5857.0,5,21,2016,05-21,spring,1
11051,354,2016-05-22,7.0,cloudy,72.24661016949152,1717.0,3036.0,5958.0,5,22,2016,05-22,spring,1
11052,262,2016-05-23,7.0,cloudy,71.9675572519084,1860.0,3163.0,6146.0,5,23,2016,05-23,spring,0
11053,310,2016-05-24,7.0,cloudy,77.72645161290323,1869.0,3297.0,6201.0,5,24,2016,05-24,spring,0
11054,181,2016-05-25,7.0,cloudy,76.48618784530387,1998.0,3444.0,6194.0,5,25,2016,05-25,spring,0
11055,318,2016-05-26,7.0,cloudy,76.1198113207547,1943.0,3391.0,6123.0,5,26,2016,05-26,spring,0
11056,267,2016-05-27,7.0,cloudy,73.99325842696629,1993.0,3491.0,6286.0,5,27,2016,05-27,spring,0
11057,227,2016-05-28,7.0,cloudy,75.67973568281937,1998.0,3559.0,6439.0,5,28,2016,05-28,spring,1
11058,294,2016-05-29,7.0,cloudy,74.93945578231292,1919.0,3636.0,6524.0,5,29,2016,05-29,spring,1
11059,257,2016-05-30,7.0,cloudy,81.02568093385213,1859.0,3719.0,6666.0,5,30,2016,05-30,spring,0
11060,225,2016-05-31,7.0,cloudy,72.55377777777777,1854.0,3723.0,6861.0,5,31,2016,05-31,spring,0
11061,241,2016-06-01,7.0,cloudy,73.55684647302905,1769.0,3767.0,6987.0,6,1,2016,06-01,summer,0
11062,374,2016-06-02,7.0,cloudy,72.22192513368984,1829.0,3772.0,7050.0,6,2,2016,06-02,summer,0
11063,352,2016-06-03,7.0,cloudy,75.2963068181818,1885.0,3878.0,7192.0,6,3,2016,06-03,summer,0
11064,306,2016-06-04,7.0,cloudy,67.52254901960784,1970.0,3968.0,7382.0,6,4,2016,06-04,summer,1
11065,365,2016-06-05,7.0,cloudy,73.72904109589041,2049.0,3968.0,7483.0,6,5,2016,06-05,summer,1
11066,312,2016-06-06,7.0,cloudy,73.12051282051283,2120.0,3979.0,7565.0,6,6,2016,06-06,summer,0
11067,311,2016-06-07,7.0,cloudy,61.448874598070745,2175.0,4029.0,7681.0,6,7,2016,06-07,summer,0
11068,353,2016-06-08,7.0,cloudy,62.2070821529745,2261.0,4030.0,7765.0,6,8,2016,06-08,summer,0
11069,271,2016-06-09,7.0,cloudy,66.08966789667898,2373.0,4202.0,7990.0,6,9,2016,06-09,summer,0
11070,307,2016-06-10,7.0,cloudy,82.54169381107492,2270.0,4155.0,8098.0,6,10,2016,06-10,summer,0
11071,280,2016-06-11,7.0,cloudy,86.00357142857143,2225.0,4195.0,8171.0,6,11,2016,06-11,summer,1
11072,311,2016-06-12,7.0,cloudy,66.83440514469453,2199.0,4248.0,8233.0,6,12,2016,06-12,summer,1
11073,313,2016-06-13,7.0,cloudy,74.26837060702876,2145.0,4265.0,8345.0,6,13,2016,06-13,summer,0
11074,293,2016-06-14,7.0,cloudy,77.60170648464165,2146.0,4321.0,8508.0,6,14,2016,06-14,summer,0
11075,338,2016-06-15,7.0,cloudy,82.43550295857987,2128.0,4389.0,8590.0,6,15,2016,06-15,summer,0
11076,333,2016-06-16,7.0,cloudy,68.87537537537538,2113.0,4486.0,8675.0,6,16,2016,06-16,summer,0
11077,356,2016-06-17,7.0,cloudy,76.30955056179775,2175.0,4445.0,8827.0,6,17,2016,06-17,summer,0
11078,373,2016-06-18,7.0,cloudy,81.09865951742626,2224.0,4449.0,8947.0,6,18,2016,06-18,summer,1
11079,305,2016-06-19,7.0,cloudy,83.87147540983608,2317.0,4516.0,9052.0,6,19,2016,06-19,summer,1
11080,319,2016-06-20,7.0,cloudy,84.56551724137931,2311.0,4456.0,9095.0,6,20,2016,06-20,summer,0
11081,356,2016-06-21,7.0,cloudy,76.64606741573034,2317.0,4463.0,9108.0,6,21,2016,06-21,summer,0
11082,256,2016-06-22,7.0,cloudy,71.5859375,2380.0,4508.0,9110.0,6,22,2016,06-22,summer,0
11083,309,2016-06-23,7.0,cloudy,69.45372168284788,2298.0,4411.0,9104.0,6,23,2016,06-23,summer,0
11084,405,2016-06-24,7.0,cloudy,75.74493827160494,2274.0,4449.0,9103.0,6,24,2016,06-24,summer,0
11085,372,2016-06-25,7.0,cloudy,83.69247311827957,2323.0,4547.0,9327.0,6,25,2016,06-25,summer,1
11086,311,2016-06-26,7.0,cloudy,82.80289389067525,2322.0,4639.0,9381.0,6,26,2016,06-26,summer,1
11087,335,2016-06-27,7.0,cloudy,80.56776119402986,2328.0,4639.0,9425.0,6,27,2016,06-27,summer,0
11088,353,2016-06-28,7.0,cloudy,66.08866855524079,2344.0,4661.0,9533.0,6,28,2016,06-28,summer,0
11089,384,2016-06-29,7.0,cloudy,70.97447916666665,2341.0,4721.0,9592.0,6,29,2016,06-29,summer,0
11090,374,2016-06-30,7.0,cloudy,73.28930481283422,2469.0,4767.0,9719.0,6,30,2016,06-30,summer,0
11091,359,2016-07-01,7.0,cloudy,67.21643454038997,2534.0,4808.0,9868.0,7,1,2016,07-01,summer,0
11092,279,2016-07-02,7.0,cloudy,70.93297491039428,2488.0,4811.0,9986.0,7,2,2016,07-02,summer,1
11093,276,2016-07-03,7.0,cloudy,73.24565217391306,2395.0,4717.0,9891.0,7,3,2016,07-03,summer,1
11094,282,2016-07-04,7.0,cloudy,74.1517730496454,2360.0,4688.0,9815.0,7,4,2016,07-04,summer,0
11095,378,2016-07-05,7.0,cloudy,79.67645502645502,2307.0,4651.0,9791.0,7,5,2016,07-05,summer,0
11096,313,2016-07-06,7.0,cloudy,80.57571884984023,2332.0,4673.0,9804.0,7,6,2016,07-06,summer,0
11097,331,2016-07-07,7.0,cloudy,76.70513595166163,2261.0,4730.0,9805.0,7,7,2016,07-07,summer,0
11098,373,2016-07-08,7.0,cloudy,79.2828418230563,2218.0,4752.0,9825.0,7,8,2016,07-08,summer,0
11099,551,2016-07-09,7.0,cloudy,74.70943738656987,2232.0,4720.0,9845.0,7,9,2016,07-09,summer,1
11100,392,2016-07-10,7.0,cloudy,78.43520408163265,2504.0,4899.0,10125.0,7,10,2016,07-10,summer,1
11101,377,2016-07-11,7.0,cloudy,82.71273209549071,2620.0,4980.0,10210.0,7,11,2016,07-11,summer,0
11102,394,2016-07-12,7.0,cloudy,80.5984771573604,2715.0,5022.0,10307.0,7,12,2016,07-12,summer,0
11103,334,2016-07-13,7.0,cloudy,79.03982035928142,2731.0,5063.0,10390.0,7,13,2016,07-13,summer,0
11104,413,2016-07-14,7.0,cloudy,79.1544794188862,2752.0,5013.0,10411.0,7,14,2016,07-14,summer,0
11105,444,2016-07-15,7.0,cloudy,67.50675675675676,2834.0,5052.0,10531.0,7,15,2016,07-15,summer,0
11106,447,2016-07-16,7.0,cloudy,72.6467561521253,2905.0,5137.0,10637.0,7,16,2016,07-16,summer,1
11107,336,2016-07-17,7.0,cloudy,78.39583333333333,2801.0,5305.0,10751.0,7,17,2016,07-17,summer,1
11108,403,2016-07-18,7.0,cloudy,80.42952853598015,2745.0,5365.0,10731.0,7,18,2016,07-18,summer,0
11109,409,2016-07-19,7.0,cloudy,80.08997555012226,2771.0,5486.0,10761.0,7,19,2016,07-19,summer,0
11110,381,2016-07-20,7.0,cloudy,81.5771653543307,2786.0,5517.0,10865.0,7,20,2016,07-20,summer,0
11111,358,2016-07-21,7.0,cloudy,84.97150837988828,2833.0,5585.0,10927.0,7,21,2016,07-21,summer,0
11112,366,2016-07-22,7.0,cloudy,83.22923497267759,2778.0,5612.0,10929.0,7,22,2016,07-22,summer,0
11113,276,2016-07-23,7.0,cloudy,85.48840579710145,2700.0,5605.0,11039.0,7,23,2016,07-23,summer,1
11114,271,2016-07-24,7.0,cloudy,85.78376383763838,2529.0,5330.0,11006.0,7,24,2016,07-24,summer,1
11115,375,2016-07-25,7.0,cloudy,81.46026666666667,2464.0,5209.0,10872.0,7,25,2016,07-25,summer,0
11116,420,2016-07-26,7.0,cloudy,80.87595238095238,2436.0,5207.0,10875.0,7,26,2016,07-26,summer,0
11117,410,2016-07-27,7.0,cloudy,81.9509756097561,2447.0,5233.0,10984.0,7,27,2016,07-27,summer,0
11118,371,2016-07-28,7.0,cloudy,76.17061994609162,2476.0,5309.0,11059.0,7,28,2016,07-28,summer,0
11119,345,2016-07-29,7.0,cloudy,74.14115942028984,2489.0,5267.0,11077.0,7,29,2016,07-29,summer,0
11120,386,2016-07-30,7.0,cloudy,73.0461139896373,2468.0,5168.0,11038.0,7,30,2016,07-30,summer,1
11121,369,2016-07-31,7.0,cloudy,76.51951219512196,2578.0,5107.0,11050.0,7,31,2016,07-31,summer,1
11122,376,2016-08-01,7.0,cloudy,77.24202127659575,2676.0,5140.0,11060.0,8,1,2016,08-01,summer,0
11123,446,2016-08-02,7.0,cloudy,79.97286995515694,2677.0,5113.0,11157.0,8,2,2016,08-02,summer,0
11124,420,2016-08-03,7.0,cloudy,82.36071428571428,2703.0,5150.0,11327.0,8,3,2016,08-03,summer,0
11125,399,2016-08-04,7.0,cloudy,83.52205513784463,2713.0,5189.0,11465.0,8,4,2016,08-04,summer,0
11126,386,2016-08-05,7.0,cloudy,78.24222797927463,2741.0,5230.0,11486.0,8,5,2016,08-05,summer,0
11127,441,2016-08-06,7.0,cloudy,78.74920634920635,2782.0,5250.0,11559.0,8,6,2016,08-06,summer,1
11128,334,2016-08-07,7.0,cloudy,78.47455089820359,2837.0,5415.0,11669.0,8,7,2016,08-07,summer,1
11129,422,2016-08-08,7.0,cloudy,79.24075829383888,2802.0,5478.0,11630.0,8,8,2016,08-08,summer,0
11130,443,2016-08-09,7.0,cloudy,81.1117381489842,2848.0,5525.0,11501.0,8,9,2016,08-09,summer,0
11131,408,2016-08-10,7.0,cloudy,82.72843137254903,2845.0,5548.0,11552.0,8,10,2016,08-10,summer,0
11132,442,2016-08-11,7.0,cloudy,83.92262443438915,2833.0,5546.0,11583.0,8,11,2016,08-11,summer,0
11133,276,2016-08-12,7.0,cloudy,78.28152173913044,2876.0,5617.0,11631.0,8,12,2016,08-12,summer,0
11134,352,2016-08-13,7.0,cloudy,80.05340909090908,2766.0,5548.0,11573.0,8,13,2016,08-13,summer,1
11135,332,2016-08-14,7.0,cloudy,80.56506024096385,2677.0,5514.0,11512.0,8,14,2016,08-14,summer,1
11136,321,2016-08-15,7.0,cloudy,74.59190031152647,2675.0,5477.0,11400.0,8,15,2016,08-15,summer,0
11137,426,2016-08-16,7.0,cloudy,78.31032863849765,2574.0,5422.0,11274.0,8,16,2016,08-16,summer,0
11138,425,2016-08-17,7.0,cloudy,78.54870588235293,2557.0,5402.0,11364.0,8,17,2016,08-17,summer,0
11139,366,2016-08-18,7.0,cloudy,79.41857923497268,2574.0,5407.0,11386.0,8,18,2016,08-18,summer,0
11140,404,2016-08-19,7.0,cloudy,77.30519801980199,2498.0,5374.0,11343.0,8,19,2016,08-19,summer,0
11141,296,2016-08-20,7.0,cloudy,73.61858108108109,2626.0,5392.0,11366.0,8,20,2016,08-20,summer,1
11142,370,2016-08-21,7.0,cloudy,69.61594594594595,2570.0,5247.0,11304.0,8,21,2016,08-21,summer,1
11143,427,2016-08-22,7.0,cloudy,71.58805620608898,2608.0,5283.0,11308.0,8,22,2016,08-22,summer,0
11144,465,2016-08-23,7.0,cloudy,74.0541935483871,2714.0,5288.0,11459.0,8,23,2016,08-23,summer,0
11145,381,2016-08-24,7.0,cloudy,77.53569553805774,2753.0,5310.0,11653.0,8,24,2016,08-24,summer,0
11146,425,2016-08-25,7.0,cloudy,75.55341176470587,2709.0,5283.0,11659.0,8,25,2016,08-25,summer,0
11147,413,2016-08-26,7.0,cloudy,73.93268765133172,2768.0,5266.0,11664.0,8,26,2016,08-26,summer,0
11148,284,2016-08-27,7.0,cloudy,78.07570422535211,2777.0,5403.0,11667.0,8,27,2016,08-27,summer,1
11149,323,2016-08-28,7.0,cloudy,78.65077399380804,2765.0,5335.0,11580.0,8,28,2016,08-28,summer,1
11150,371,2016-08-29,7.0,cloudy,77.22237196765498,2718.0,5326.0,11558.0,8,29,2016,08-29,summer,0
11151,360,2016-08-30,7.0,cloudy,76.35944444444445,2662.0,5376.0,11543.0,8,30,2016,08-30,summer,0
11152,428,2016-08-31,7.0,cloudy,71.27383177570094,2557.0,5310.0,11534.0,8,31,2016,08-31,summer,0
11153,414,2016-09-01,7.0,cloudy,67.61086956521739,2604.0,5313.0,11586.0,9,1,2016,09-01,authum,0
11154,395,2016-09-02,7.0,cloudy,69.83518987341772,2593.0,5361.0,11554.0,9,2,2016,09-02,authum,0
11155,315,2016-09-03,7.0,cloudy,71.31777777777778,2575.0,5352.0,11529.0,9,3,2016,09-03,authum,1
11156,319,2016-09-04,7.0,cloudy,74.45047021943573,2606.0,5371.0,11445.0,9,4,2016,09-04,authum,1
11157,281,2016-09-05,7.0,cloudy,81.9185053380783,2602.0,5320.0,11378.0,9,5,2016,09-05,authum,0
11158,385,2016-09-06,7.0,cloudy,85.12909090909092,2512.0,5174.0,11218.0,9,6,2016,09-06,authum,0
11159,376,2016-09-07,7.0,cloudy,82.87021276595745,2537.0,5094.0,11269.0,9,7,2016,09-07,authum,0
11160,404,2016-09-08,7.0,cloudy,76.53440594059407,2485.0,5089.0,11223.0,9,8,2016,09-08,authum,0
11161,371,2016-09-09,7.0,cloudy,74.02479784366577,2475.0,5068.0,11184.0,9,9,2016,09-09,authum,0
11162,312,2016-09-10,7.0,cloudy,68.39647435897434,2451.0,5026.0,11147.0,9,10,2016,09-10,authum,1
11163,342,2016-09-11,7.0,cloudy,69.28040935672514,2448.0,5054.0,11017.0,9,11,2016,09-11,authum,1
11164,398,2016-09-12,7.0,cloudy,70.35603015075378,2471.0,5073.0,11083.0,9,12,2016,09-12,authum,0
11165,394,2016-09-13,7.0,cloudy,74.24695431472081,2588.0,5100.0,11129.0,9,13,2016,09-13,authum,0
11166,411,2016-09-14,7.0,cloudy,68.99732360097326,2597.0,5134.0,11191.0,9,14,2016,09-14,authum,0
11167,456,2016-09-15,7.0,cloudy,70.38969298245614,2632.0,5117.0,11281.0,9,15,2016,09-15,authum,0
11168,376,2016-09-16,7.0,cloudy,75.86196808510637,2684.0,5159.0,11311.0,9,16,2016,09-16,authum,0
11169,386,2016-09-17,7.0,cloudy,75.27823834196892,2689.0,5140.0,11262.0,9,17,2016,09-17,authum,1
11170,357,2016-09-18,7.0,cloudy,73.36358543417367,2763.0,5211.0,11282.0,9,18,2016,09-18,authum,1
11171,380,2016-09-19,7.0,cloudy,76.53947368421053,2778.0,5249.0,11235.0,9,19,2016,09-19,authum,0
11172,430,2016-09-20,7.0,cloudy,74.74906976744187,2760.0,5348.0,11319.0,9,20,2016,09-20,authum,0
11173,323,2016-09-21,7.0,cloudy,70.3046439628483,2796.0,5393.0,11379.0,9,21,2016,09-21,authum,0
11174,440,2016-09-22,7.0,cloudy,74.56454545454544,2708.0,5340.0,11275.0,9,22,2016,09-22,authum,0
11175,385,2016-09-23,7.0,cloudy,70.04961038961041,2692.0,5376.0,11250.0,9,23,2016,09-23,authum,0
11176,331,2016-09-24,7.0,cloudy,69.49577039274924,2701.0,5390.0,11254.0,9,24,2016,09-24,authum,1
11177,359,2016-09-25,7.0,cloudy,77.38133704735375,2646.0,5409.0,11160.0,9,25,2016,09-25,authum,1
11178,371,2016-09-26,7.0,cloudy,63.6832884097035,2648.0,5426.0,11106.0,9,26,2016,09-26,authum,0
11179,385,2016-09-27,7.0,cloudy,61.41246753246754,2639.0,5399.0,11193.0,9,27,2016,09-27,authum,0
11180,231,2016-09-28,7.0,cloudy,54.71212121212122,2594.0,5390.0,11255.0,9,28,2016,09-28,authum,0
11181,319,2016-09-29,7.0,cloudy,62.708777429467105,2502.0,5210.0,11115.0,9,29,2016,09-29,authum,0
11182,282,2016-09-30,7.0,cloudy,62.14893617021277,2381.0,5073.0,11074.0,9,30,2016,09-30,authum,0
11183,168,2016-10-01,7.0,rain or snow,60.657142857142865,2278.0,4979.0,10928.0,10,1,2016,10-01,authum,1
11184,236,2016-10-02,7.0,cloudy,61.28093220338982,2115.0,4761.0,10682.0,10,2,2016,10-02,authum,1
11185,333,2016-10-03,7.0,cloudy,63.06936936936936,1992.0,4640.0,10523.0,10,3,2016,10-03,authum,0
11186,375,2016-10-04,7.0,cloudy,66.8952,1954.0,4593.0,10541.0,10,4,2016,10-04,authum,0
11187,405,2016-10-05,7.0,cloudy,71.63506172839506,1944.0,4538.0,10597.0,10,5,2016,10-05,authum,0
11188,200,2016-10-06,7.0,cloudy,68.125,2118.0,4620.0,10721.0,10,6,2016,10-06,authum,0
11189,346,2016-10-07,7.0,cloudy,60.64653179190751,1999.0,4380.0,10536.0,10,7,2016,10-07,authum,0
11190,279,2016-10-08,7.0,clear,58.56845878136201,2063.0,4341.0,10506.0,10,8,2016,10-08,authum,1
11191,255,2016-10-09,7.0,cloudy,58.49843137254903,2174.0,4289.0,10381.0,10,9,2016,10-09,authum,1
11192,306,2016-10-10,7.0,cloudy,61.10424836601307,2193.0,4185.0,10265.0,10,10,2016,10-10,authum,0
11193,345,2016-10-11,7.0,cloudy,64.27246376811594,2166.0,4120.0,10259.0,10,11,2016,10-11,authum,0
11194,249,2016-10-12,7.0,cloudy,59.507630522088355,2136.0,4080.0,10262.0,10,12,2016,10-12,authum,0
11195,311,2016-10-13,7.0,cloudy,48.910932475884245,1980.0,4098.0,10113.0,10,13,2016,10-13,authum,0
11196,297,2016-10-14,7.0,cloudy,56.05690235690236,2091.0,4090.0,10030.0,10,14,2016,10-14,authum,0
11197,293,2016-10-15,7.0,cloudy,64.50204778156997,2042.0,4105.0,9916.0,10,15,2016,10-15,authum,1
11198,235,2016-10-16,7.0,cloudy,69.91446808510639,2056.0,4230.0,9753.0,10,16,2016,10-16,authum,1
11199,337,2016-10-17,7.0,cloudy,75.90623145400593,2036.0,4229.0,9612.0,10,17,2016,10-17,authum,0
11200,370,2016-10-18,7.0,cloudy,68.71027027027027,2067.0,4233.0,9563.0,10,18,2016,10-18,authum,0
11201,351,2016-10-19,7.0,cloudy,61.968376068376074,2092.0,4228.0,9576.0,10,19,2016,10-19,authum,0
11202,294,2016-10-20,7.0,cloudy,52.56054421768708,2194.0,4174.0,9547.0,10,20,2016,10-20,authum,0
11203,261,2016-10-21,7.0,cloudy,47.26053639846743,2177.0,4268.0,9411.0,10,21,2016,10-21,authum,0
11204,287,2016-10-22,7.0,cloudy,53.359581881533096,2141.0,4183.0,9349.0,10,22,2016,10-22,authum,1
11205,256,2016-10-23,7.0,cloudy,64.453125,2135.0,4191.0,9196.0,10,23,2016,10-23,authum,1
11206,268,2016-10-24,7.0,cloudy,50.01977611940299,2156.0,4192.0,9067.0,10,24,2016,10-24,authum,0
11207,277,2016-10-25,7.0,cloudy,48.68122743682311,2087.0,4154.0,9004.0,10,25,2016,10-25,authum,0
11208,152,2016-10-26,7.0,cloudy,47.465131578947364,1994.0,4086.0,8922.0,10,26,2016,10-26,authum,0
11209,257,2016-10-27,7.0,cloudy,46.03346303501945,1795.0,3989.0,8703.0,10,27,2016,10-27,authum,0
11210,306,2016-10-28,7.0,cloudy,56.550326797385615,1758.0,3935.0,8575.0,10,28,2016,10-28,authum,0
11211,335,2016-10-29,7.0,cloudy,65.7041791044776,1803.0,3944.0,8650.0,10,29,2016,10-29,authum,1
11212,214,2016-10-30,7.0,cloudy,52.45981308411214,1851.0,3986.0,8666.0,10,30,2016,10-30,authum,1
11213,264,2016-10-31,7.0,cloudy,51.97045454545454,1809.0,3965.0,8598.0,10,31,2016,10-31,authum,0
11214,341,2016-11-01,7.0,cloudy,68.43196480938417,1805.0,3892.0,8694.0,11,1,2016,11-01,authum,0
11215,203,2016-11-02,7.0,cloudy,59.810837438423654,1869.0,3863.0,8799.0,11,2,2016,11-02,authum,0
11216,303,2016-11-03,7.0,cloudy,55.69207920792078,1920.0,3715.0,8669.0,11,3,2016,11-03,authum,0
11217,303,2016-11-04,7.0,clear,53.6940594059406,1966.0,3724.0,8597.0,11,4,2016,11-04,authum,0
11218,240,2016-11-05,7.0,cloudy,60.58708333333333,1963.0,3766.0,8495.0,11,5,2016,11-05,authum,1
11219,255,2016-11-06,7.0,clear,62.20196078431373,1868.0,3719.0,8535.0,11,6,2016,11-06,authum,1
11220,298,2016-11-07,7.0,cloudy,56.24563758389261,1909.0,3718.0,8444.0,11,7,2016,11-07,authum,0
11221,252,2016-11-08,7.0,cloudy,54.88650793650793,1943.0,3748.0,8463.0,11,8,2016,11-08,authum,0
11222,241,2016-11-09,7.0,cloudy,48.46514522821576,1854.0,3723.0,8460.0,11,9,2016,11-09,authum,0
11223,257,2016-11-10,7.0,clear,54.44824902723737,1892.0,3812.0,8395.0,11,10,2016,11-10,authum,0
11224,201,2016-11-11,7.0,cloudy,45.89999999999999,1846.0,3812.0,8307.0,11,11,2016,11-11,authum,0
11225,198,2016-11-12,7.0,cloudy,47.26767676767678,1744.0,3707.0,8259.0,11,12,2016,11-12,authum,1
11226,152,2016-11-13,7.0,cloudy,51.22960526315789,1702.0,3570.0,8146.0,11,13,2016,11-13,authum,1
11227,256,2016-11-14,7.0,clear,50.67890625,1599.0,3508.0,8001.0,11,14,2016,11-14,authum,0
11228,263,2016-11-15,7.0,cloudy,46.53536121673003,1557.0,3500.0,7964.0,11,15,2016,11-15,authum,0
11229,282,2016-11-16,7.0,cloudy,49.76914893617022,1568.0,3422.0,7992.0,11,16,2016,11-16,authum,0
11230,298,2016-11-17,7.0,cloudy,62.29295302013424,1609.0,3501.0,7937.0,11,17,2016,11-17,authum,0
11231,208,2016-11-18,7.0,cloudy,55.04615384615385,1650.0,3496.0,7865.0,11,18,2016,11-18,authum,0
11232,96,2016-11-19,7.0,cloudy,34.80625,1657.0,3401.0,7722.0,11,19,2016,11-19,authum,1
11233,88,2016-11-20,7.0,cloudy,30.62159090909091,1555.0,3257.0,7524.0,11,20,2016,11-20,authum,1
11234,182,2016-11-21,7.0,cloudy,32.365934065934056,1491.0,3090.0,7351.0,11,21,2016,11-21,authum,0
11235,179,2016-11-22,7.0,cloudy,36.40893854748603,1417.0,2974.0,7246.0,11,22,2016,11-22,authum,0
11236,109,2016-11-23,7.0,rain or snow,41.89449541284403,1333.0,2901.0,7169.0,11,23,2016,11-23,authum,0
11237,36,2016-11-24,7.0,cloudy,37.8138888888889,1160.0,2769.0,7010.0,11,24,2016,11-24,authum,0
11238,58,2016-11-25,7.0,cloudy,38.74655172413794,898.0,2548.0,6769.0,11,25,2016,11-25,authum,0
11239,125,2016-11-26,7.0,cloudy,41.643200000000014,748.0,2405.0,6675.0,11,26,2016,11-26,authum,1
11240,115,2016-11-27,7.0,cloudy,39.73565217391303,777.0,2332.0,6543.0,11,27,2016,11-27,authum,1
11241,138,2016-11-28,7.0,cloudy,46.75144927536233,804.0,2295.0,6352.0,11,28,2016,11-28,authum,0
11242,241,2016-11-29,7.0,cloudy,49.350622406639005,760.0,2177.0,6155.0,11,29,2016,11-29,authum,0
11243,183,2016-11-30,7.0,cloudy,36.638797814207656,822.0,2155.0,6182.0,11,30,2016,11-30,authum,0
11244,211,2016-12-01,7.0,cloudy,37.99763033175356,896.0,2056.0,6101.0,12,1,2016,12-01,winter,0
11245,200,2016-12-02,7.0,cloudy,36.9915,1071.0,1969.0,5971.0,12,2,2016,12-02,winter,0
11246,121,2016-12-03,7.0,cloudy,32.17851239669422,1213.0,1961.0,5968.0,12,3,2016,12-03,winter,1
11247,57,2016-12-04,7.0,rain or snow,31.647368421052644,1209.0,1986.0,5786.0,12,4,2016,12-04,winter,1
11248,144,2016-12-05,7.0,cloudy,31.98333333333333,1151.0,1955.0,5540.0,12,5,2016,12-05,winter,0
11249,153,2016-12-06,7.0,cloudy,31.45555555555556,1157.0,1917.0,5444.0,12,6,2016,12-06,winter,0
11250,124,2016-12-07,7.0,cloudy,24.39112903225807,1069.0,1891.0,5342.0,12,7,2016,12-07,winter,0
11251,132,2016-12-08,7.0,rain or snow,20.15909090909091,1010.0,1906.0,5168.0,12,8,2016,12-08,winter,0
11252,122,2016-12-09,7.0,cloudy,22.322950819672126,931.0,2002.0,5048.0,12,9,2016,12-09,winter,0
11253,69,2016-12-10,7.0,cloudy,22.06956521739131,853.0,2066.0,4929.0,12,10,2016,12-10,winter,1
11254,37,2016-12-11,7.0,rain or snow,29.73783783783784,801.0,2010.0,4741.0,12,11,2016,12-11,winter,1
11255,78,2016-12-12,7.0,cloudy,17.121794871794876,781.0,1932.0,4577.0,12,12,2016,12-12,winter,0
