,total,starttime,area_type,events,temperature,per_week_total,per_2weeks_total,per_30days_total,year,month_dayth,festival,isweekend,dayth,month
6552,175,2016-01-03,4.0,cloudy,27.696571428571428,1229,3083,10879,2016,01-03,winter,1,3,1
6553,297,2016-01-04,4.0,cloudy,27.895622895622893,1246,2918,10819,2016,01-04,winter,0,4,1
6554,338,2016-01-05,4.0,cloudy,26.63994082840237,1483,2875,10726,2016,01-05,winter,0,5,1
6555,374,2016-01-06,4.0,cloudy,31.727005347593582,1626,2774,10566,2016,01-06,winter,0,6,1
6556,418,2016-01-07,4.0,cloudy,37.80263157894737,1790,2846,10387,2016,01-07,winter,0,7,1
6557,284,2016-01-08,4.0,rain or snow,39.503169014084506,1965,3044,10225,2016,01-08,winter,0,8,1
6558,239,2016-01-09,4.0,rain or snow,34.26987447698744,2110,3232,9834,2016,01-09,winter,1,9,1
6559,122,2016-01-10,4.0,cloudy,10.758196721311476,2125,3354,9463,2016,01-10,winter,1,10,1
6560,169,2016-01-11,4.0,cloudy,10.662130177514793,2072,3318,8951,2016,01-11,winter,0,11,1
6561,165,2016-01-12,4.0,cloudy,7.787878787878787,1944,3427,8551,2016,01-12,winter,0,12,1
6562,199,2016-01-13,4.0,cloudy,14.846733668341708,1771,3397,8393,2016,01-13,winter,0,13,1
6563,380,2016-01-14,4.0,cloudy,38.895,1596,3386,8145,2016,01-14,winter,0,14,1
6564,347,2016-01-15,4.0,cloudy,35.80691642651297,1558,3523,7979,2016,01-15,winter,0,15,1
6565,293,2016-01-16,4.0,cloudy,25.028668941979518,1621,3731,7839,2016,01-16,winter,1,16,1
6566,103,2016-01-17,4.0,cloudy,2.7631067961165043,1675,3800,7658,2016,01-17,winter,1,17,1
6567,126,2016-01-18,4.0,cloudy,2.8317460317460323,1656,3728,7353,2016,01-18,winter,0,18,1
6568,218,2016-01-19,4.0,cloudy,11.0348623853211,1613,3557,7112,2016,01-19,winter,0,19,1
6569,245,2016-01-20,4.0,cloudy,18.051836734693875,1666,3437,6990,2016,01-20,winter,0,20,1
6570,309,2016-01-21,4.0,cloudy,21.857928802589,1712,3308,6895,2016,01-21,winter,0,21,1
6571,284,2016-01-22,4.0,rain or snow,26.879929577464786,1641,3199,6765,2016,01-22,winter,0,22,1
6572,297,2016-01-23,4.0,cloudy,29.377104377104374,1578,3199,6747,2016,01-23,winter,1,23,1
6573,246,2016-01-24,4.0,cloudy,29.747560975609755,1582,3257,6824,2016,01-24,winter,1,24,1
6574,318,2016-01-25,4.0,cloudy,34.27169811320754,1725,3381,6974,2016,01-25,winter,0,25,1
6575,317,2016-01-26,4.0,cloudy,28.68706624605678,1917,3530,7175,2016,01-26,winter,0,26,1
6576,364,2016-01-27,4.0,cloudy,30.092032967032967,2016,3682,7334,2016,01-27,winter,0,27,1
6577,398,2016-01-28,4.0,cloudy,33.888442211055285,2135,3847,7638,2016,01-28,winter,0,28,1
6578,390,2016-01-29,4.0,cloudy,29.251538461538463,2224,3865,7841,2016,01-29,winter,0,29,1
6579,495,2016-01-30,4.0,cloudy,42.530101010101006,2330,3908,8021,2016,01-30,winter,1,30,1
6580,279,2016-01-31,4.0,cloudy,42.95519713261649,2528,4110,8273,2016,01-31,winter,1,31,1
6581,423,2016-02-01,4.0,cloudy,36.17186761229315,2561,4286,8413,2016,02-01,winter,0,1,2
6582,271,2016-02-02,4.0,cloudy,35.905166051660515,2666,4583,8612,2016,02-02,winter,0,2,2
6583,343,2016-02-03,4.0,cloudy,33.097959183673474,2620,4636,8708,2016,02-03,winter,0,3,2
6584,378,2016-02-04,4.0,cloudy,26.55978835978836,2599,4734,8754,2016,02-04,winter,0,4,2
6585,360,2016-02-05,4.0,cloudy,29.56861111111111,2579,4803,8794,2016,02-05,winter,0,5,2
6586,389,2016-02-06,4.0,cloudy,35.846015424164534,2549,4879,8780,2016,02-06,winter,1,6,2
6587,419,2016-02-07,4.0,cloudy,40.19880668257756,2443,4971,8751,2016,02-07,winter,1,7,2
6588,337,2016-02-08,4.0,rain or snow,27.625519287833825,2583,5144,8886,2016,02-08,winter,0,8,2
6589,209,2016-02-09,4.0,rain or snow,16.274162679425835,2497,5163,8984,2016,02-09,winter,0,9,2
6590,255,2016-02-10,4.0,cloudy,13.035686274509803,2435,5055,9071,2016,02-10,winter,0,10,2
6591,263,2016-02-11,4.0,cloudy,15.323193916349812,2347,4946,9157,2016,02-11,winter,0,11,2
6592,277,2016-02-12,4.0,cloudy,18.127797833935016,2232,4811,9255,2016,02-12,winter,0,12,2
6593,158,2016-02-13,4.0,cloudy,12.16012658227848,2149,4698,9333,2016,02-13,winter,1,13,2
6594,81,2016-02-14,4.0,rain or snow,16.458024691358027,1918,4361,9111,2016,02-14,winter,1,14,2
6595,183,2016-02-15,4.0,cloudy,24.950819672131143,1580,4163,8845,2016,02-15,winter,0,15,2
6596,265,2016-02-16,4.0,cloudy,29.001886792452826,1426,3923,8735,2016,02-16,winter,0,16,2
6597,326,2016-02-17,4.0,cloudy,26.310736196319016,1482,3917,8897,2016,02-17,winter,0,17,2
6598,389,2016-02-18,4.0,cloudy,36.11208226221079,1553,3900,9097,2016,02-18,winter,0,18,2
6599,442,2016-02-19,4.0,cloudy,51.20248868778279,1679,3911,9268,2016,02-19,winter,0,19,2
6600,774,2016-02-20,4.0,cloudy,51.52041343669251,1844,3993,9465,2016,02-20,winter,1,20,2
6601,372,2016-02-21,4.0,cloudy,37.842741935483865,2460,4378,9930,2016,02-21,winter,1,21,2
6602,461,2016-02-22,4.0,cloudy,37.31171366594359,2751,4331,10018,2016,02-22,winter,0,22,2
6603,432,2016-02-23,4.0,cloudy,37.2974537037037,3029,4455,10182,2016,02-23,winter,0,23,2
6604,273,2016-02-24,4.0,cloudy,34.309523809523824,3196,4678,10368,2016,02-24,winter,0,24,2
6605,333,2016-02-25,4.0,cloudy,33.2006006006006,3143,4696,10323,2016,02-25,winter,0,25,2
6606,382,2016-02-26,4.0,cloudy,31.22068062827225,3087,4766,10339,2016,02-26,winter,0,26,2
6607,624,2016-02-27,4.0,cloudy,48.412339743589754,3027,4871,10357,2016,02-27,winter,1,27,2
6608,562,2016-02-28,4.0,cloudy,56.696085409252674,2877,5337,10583,2016,02-28,winter,1,28,2
6609,408,2016-02-29,4.0,cloudy,36.84338235294119,3067,5818,10755,2016,02-29,winter,0,29,2
6610,222,2016-03-01,4.0,cloudy,25.057207207207213,3014,6043,10668,2016,03-01,spring,0,1,3
6611,320,2016-03-02,4.0,cloudy,26.0009375,2804,6000,10611,2016,03-02,spring,0,2,3
6612,280,2016-03-03,4.0,cloudy,30.526785714285715,2851,5994,10508,2016,03-03,spring,0,3,3
6613,396,2016-03-04,4.0,cloudy,32.89141414141414,2798,5885,10517,2016,03-04,spring,0,4,3
6614,362,2016-03-05,4.0,cloudy,36.72209944751381,2812,5839,10570,2016,03-05,spring,1,5,3
6615,453,2016-03-06,4.0,cloudy,46.722295805739506,2550,5427,10554,2016,03-06,spring,1,6,3
6616,617,2016-03-07,4.0,cloudy,56.1967585089141,2441,5508,10647,2016,03-07,spring,0,7,3
6617,836,2016-03-08,4.0,cloudy,64.71674641148326,2650,5664,10875,2016,03-08,spring,0,8,3
6618,680,2016-03-09,4.0,cloudy,58.54220588235295,3264,6068,11292,2016,03-09,spring,0,9,3
6619,591,2016-03-10,4.0,cloudy,45.225888324873104,3624,6475,11635,2016,03-10,spring,0,10,3
6620,602,2016-03-11,4.0,cloudy,43.480398671096346,3935,6733,12017,2016,03-11,spring,0,11,3
6621,600,2016-03-12,4.0,cloudy,51.74833333333334,4141,6953,12364,2016,03-12,spring,1,12,3
6622,125,2016-03-13,4.0,rain or snow,44.97759999999998,4379,6929,12701,2016,03-13,spring,1,13,3
6623,602,2016-03-14,4.0,cloudy,49.18770764119601,4051,6492,12549,2016,03-14,spring,0,14,3
6624,639,2016-03-15,4.0,cloudy,53.74131455399061,4036,6686,12993,2016,03-15,spring,0,15,3
6625,513,2016-03-16,4.0,cloudy,50.867056530214434,3839,7103,13551,2016,03-16,spring,0,16,3
6626,641,2016-03-17,4.0,cloudy,48.586583463338535,3672,7296,13881,2016,03-17,spring,0,17,3
6627,567,2016-03-18,4.0,cloudy,38.98236331569665,3722,7657,14257,2016,03-18,spring,0,18,3
6628,563,2016-03-19,4.0,cloudy,40.61545293072824,3687,7828,14498,2016,03-19,spring,1,19,3
6629,543,2016-03-20,4.0,cloudy,40.01031307550645,3650,8029,14672,2016,03-20,spring,1,20,3
6630,537,2016-03-21,4.0,cloudy,41.24357541899441,4068,8119,14773,2016,03-21,spring,0,21,3
6631,693,2016-03-22,4.0,cloudy,54.053679653679644,4003,8039,14536,2016,03-22,spring,0,22,3
6632,414,2016-03-23,4.0,cloudy,39.063285024154574,4057,7896,14857,2016,03-23,spring,0,23,3
6633,192,2016-03-24,4.0,cloudy,34.52552083333333,3958,7630,14810,2016,03-24,spring,0,24,3
6634,525,2016-03-25,4.0,cloudy,38.184761904761906,3509,7231,14570,2016,03-25,spring,0,25,3
6635,568,2016-03-26,4.0,cloudy,47.703345070422536,3467,7154,14822,2016,03-26,spring,1,26,3
6636,459,2016-03-27,4.0,cloudy,54.15686274509804,3472,7122,15057,2016,03-27,spring,1,27,3
6637,599,2016-03-28,4.0,cloudy,45.3575959933222,3388,7456,15134,2016,03-28,spring,0,28,3
6638,737,2016-03-29,4.0,cloudy,48.74274084124831,3450,7453,15109,2016,03-29,spring,0,29,3
6639,541,2016-03-30,4.0,cloudy,52.46432532347504,3494,7551,15284,2016,03-30,spring,0,30,3
6640,557,2016-03-31,4.0,cloudy,56.786714542190296,3621,7579,15417,2016,03-31,spring,0,31,3
6641,499,2016-04-01,4.0,cloudy,43.344488977955905,3986,7495,15752,2016,04-01,spring,0,1,4
6642,295,2016-04-02,4.0,rain or snow,33.561016949152545,3960,7427,15931,2016,04-02,spring,1,2,4
6643,634,2016-04-03,4.0,cloudy,60.08343848580442,3687,7159,15946,2016,04-03,spring,1,3,4
6644,391,2016-04-04,4.0,cloudy,32.596675191815855,3862,7250,16184,2016,04-04,spring,0,4,4
6645,527,2016-04-05,4.0,cloudy,38.72106261859583,3654,7104,16213,2016,04-05,spring,0,5,4
6646,341,2016-04-06,4.0,rain or snow,46.659237536656896,3444,6938,16287,2016,04-06,spring,0,6,4
6647,471,2016-04-07,4.0,cloudy,38.34394904458599,3244,6865,16011,2016,04-07,spring,0,7,4
6648,436,2016-04-08,4.0,rain or snow,35.882339449541284,3158,7144,15646,2016,04-08,spring,0,8,4
6649,378,2016-04-09,4.0,cloudy,33.030952380952385,3095,7055,15402,2016,04-09,spring,1,9,4
6650,297,2016-04-10,4.0,cloudy,43.081481481481475,3178,6865,15189,2016,04-10,spring,1,10,4
6651,683,2016-04-11,4.0,cloudy,46.3904831625183,2841,6703,14884,2016,04-11,spring,0,11,4
6652,696,2016-04-12,4.0,clear,40.058764367816096,3133,6787,14967,2016,04-12,spring,0,12,4
6653,724,2016-04-13,4.0,cloudy,46.82127071823204,3302,6746,15538,2016,04-13,spring,0,13,4
6654,713,2016-04-14,4.0,cloudy,52.631697054698456,3685,6929,15660,2016,04-14,spring,0,14,4
6655,818,2016-04-15,4.0,clear,57.73924205378973,3927,7085,15734,2016,04-15,spring,0,15,4
6656,1081,2016-04-16,4.0,cloudy,68.48297872340426,4309,7404,16039,2016,04-16,spring,1,16,4
6657,1005,2016-04-17,4.0,cloudy,73.30477611940299,5012,8190,16479,2016,04-17,spring,1,17,4
6658,943,2016-04-18,4.0,cloudy,71.35461293743374,5720,8561,16917,2016,04-18,spring,0,18,4
6659,670,2016-04-19,4.0,cloudy,50.62388059701493,5980,9113,17297,2016,04-19,spring,0,19,4
6660,716,2016-04-20,4.0,cloudy,63.32946927374301,5954,9256,17424,2016,04-20,spring,0,20,4
6661,803,2016-04-21,4.0,cloudy,62.23748443337485,5946,9631,17603,2016,04-21,spring,0,21,4
6662,551,2016-04-22,4.0,cloudy,46.89056261343013,6036,9963,17713,2016,04-22,spring,0,22,4
6663,870,2016-04-23,4.0,cloudy,54.685172413793104,5769,10078,17850,2016,04-23,spring,1,23,4
6664,1038,2016-04-24,4.0,cloudy,69.5003853564547,5558,10570,18528,2016,04-24,spring,1,24,4
6665,1024,2016-04-25,4.0,cloudy,74.937890625,5591,11311,19041,2016,04-25,spring,0,25,4
6666,661,2016-04-26,4.0,cloudy,43.94251134644479,5672,11652,19497,2016,04-26,spring,0,26,4
6667,431,2016-04-27,4.0,cloudy,44.40510440835267,5663,11617,19699,2016,04-27,spring,0,27,4
6668,638,2016-04-28,4.0,cloudy,44.52727272727273,5378,11324,19531,2016,04-28,spring,0,28,4
6669,676,2016-04-29,4.0,cloudy,45.40843195266272,5213,11249,19432,2016,04-29,spring,0,29,4
6670,235,2016-04-30,4.0,rain or snow,46.17234042553192,5338,11107,19567,2016,04-30,spring,1,30,4
6671,443,2016-05-01,4.0,cloudy,46.28058690744922,4703,10261,19245,2016,05-01,spring,1,1,5
6672,774,2016-05-02,4.0,cloudy,52.590956072351425,4108,9699,19189,2016,05-02,spring,0,2,5
6673,937,2016-05-03,4.0,cloudy,59.72443970117397,3858,9530,19668,2016,05-03,spring,0,3,5
6674,684,2016-05-04,4.0,cloudy,47.27207602339182,4134,9797,19971,2016,05-04,spring,0,4,5
6675,833,2016-05-05,4.0,cloudy,53.892557022809115,4387,9765,20264,2016,05-05,spring,0,5,5
6676,1131,2016-05-06,4.0,cloudy,71.68930150309461,4582,9795,20570,2016,05-06,spring,0,6,5
6677,675,2016-05-07,4.0,cloudy,58.477777777777774,5037,10375,21360,2016,05-07,spring,1,7,5
6678,900,2016-05-08,4.0,cloudy,63.1491111111111,5477,10180,21564,2016,05-08,spring,1,8,5
6679,568,2016-05-09,4.0,cloudy,55.087676056338026,5934,10042,22028,2016,05-09,spring,0,9,5
6680,596,2016-05-10,4.0,cloudy,58.012583892617464,5728,9586,22218,2016,05-10,spring,0,10,5
6681,864,2016-05-11,4.0,cloudy,60.36585648148146,5387,9521,22517,2016,05-11,spring,0,11,5
6682,828,2016-05-12,4.0,cloudy,63.345893719806774,5567,9954,22698,2016,05-12,spring,0,12,5
6683,852,2016-05-13,4.0,cloudy,59.41279342723004,5562,10144,22830,2016,05-13,spring,0,13,5
6684,657,2016-05-14,4.0,cloudy,44.78828006088282,5283,10320,22958,2016,05-14,spring,1,14,5
6685,774,2016-05-15,4.0,cloudy,50.667312661498705,5265,10742,22902,2016,05-15,spring,1,15,5
6686,963,2016-05-16,4.0,cloudy,61.743302180685355,5139,11073,22858,2016,05-16,spring,0,16,5
6687,789,2016-05-17,4.0,cloudy,51.874017743979714,5534,11262,22740,2016,05-17,spring,0,17,5
6688,965,2016-05-18,4.0,cloudy,56.121658031088074,5727,11114,22524,2016,05-18,spring,0,18,5
6689,1080,2016-05-19,4.0,cloudy,61.79129629629629,5828,11395,22546,2016,05-19,spring,0,19,5
6690,936,2016-05-20,4.0,cloudy,61.52521367521367,6080,11642,22956,2016,05-20,spring,0,20,5
6691,1274,2016-05-21,4.0,cloudy,69.43469387755101,6164,11447,23176,2016,05-21,spring,1,21,5
6692,1182,2016-05-22,4.0,cloudy,72.07504230118442,6781,12046,23647,2016,05-22,spring,1,22,5
6693,1185,2016-05-23,4.0,cloudy,73.32742616033754,7189,12328,24278,2016,05-23,spring,0,23,5
6694,1248,2016-05-24,4.0,cloudy,78.39927884615383,7411,12945,24593,2016,05-24,spring,0,24,5
6695,824,2016-05-25,4.0,cloudy,76.95946601941749,7870,13597,24803,2016,05-25,spring,0,25,5
6696,1074,2016-05-26,4.0,cloudy,76.8584729981378,7729,13557,24603,2016,05-26,spring,0,26,5
6697,960,2016-05-27,4.0,cloudy,74.59666666666666,7723,13803,25016,2016,05-27,spring,0,27,5
6698,1059,2016-05-28,4.0,cloudy,76.19905571293674,7747,13911,25545,2016,05-28,spring,1,28,5
6699,1083,2016-05-29,4.0,cloudy,74.79658356417359,7532,14313,25966,2016,05-29,spring,1,29,5
6700,1292,2016-05-30,4.0,cloudy,80.11927244582044,7433,14622,26373,2016,05-30,spring,0,30,5
6701,750,2016-05-31,4.0,cloudy,73.04933333333334,7540,14951,27430,2016,05-31,spring,0,31,5
6702,907,2016-06-01,4.0,cloudy,73.79140022050717,7042,14912,27737,2016,06-01,summer,0,1,6
6703,1230,2016-06-02,4.0,cloudy,72.86910569105692,7125,14854,27870,2016,06-02,summer,0,2,6
6704,1321,2016-06-03,4.0,cloudy,75.33860711582135,7281,15004,28163,2016,06-03,summer,0,3,6
6705,1041,2016-06-04,4.0,cloudy,67.81882804995196,7642,15389,28800,2016,06-04,summer,1,4,6
6706,1490,2016-06-05,4.0,cloudy,73.67288590604028,7624,15156,29008,2016,06-05,summer,1,5,6
6707,1275,2016-06-06,4.0,cloudy,73.652,8031,15464,29367,2016,06-06,summer,0,6,6
6708,1209,2016-06-07,4.0,cloudy,61.70281224152192,8014,15554,29967,2016,06-07,summer,0,7,6
6709,1110,2016-06-08,4.0,cloudy,62.86360360360362,8473,15515,30276,2016,06-08,summer,0,8,6
6710,959,2016-06-09,4.0,cloudy,66.25453597497393,8676,15801,30818,2016,06-09,summer,0,9,6
6711,1228,2016-06-10,4.0,cloudy,83.12410423452768,8405,15686,31181,2016,06-10,summer,0,10,6
6712,1254,2016-06-11,4.0,cloudy,86.00566188197767,8312,15954,31545,2016,06-11,summer,1,11,6
6713,1141,2016-06-12,4.0,cloudy,66.74916739702016,8525,16149,31971,2016,06-12,summer,1,12,6
6714,1174,2016-06-13,4.0,cloudy,74.82504258943783,8176,16207,32260,2016,06-13,summer,0,13,6
6715,1224,2016-06-14,4.0,cloudy,78.15522875816994,8075,16089,32777,2016,06-14,summer,0,14,6
6716,1280,2016-06-15,4.0,cloudy,83.48109375,8090,16563,33227,2016,06-15,summer,0,15,6
6717,1223,2016-06-16,4.0,cloudy,68.53932951757973,8260,16936,33544,2016,06-16,summer,0,16,6
6718,1382,2016-06-17,4.0,cloudy,76.74131693198264,8524,16929,33978,2016,06-17,summer,0,17,6
6719,1380,2016-06-18,4.0,cloudy,81.7423188405797,8678,16990,34395,2016,06-18,summer,1,18,6
6720,1187,2016-06-19,4.0,cloudy,84.24389216512216,8804,17329,34695,2016,06-19,summer,1,19,6
6721,1274,2016-06-20,4.0,cloudy,84.8061224489796,8850,17026,34946,2016,06-20,summer,0,20,6
6722,1444,2016-06-21,4.0,cloudy,76.90318559556786,8950,17025,34946,2016,06-21,summer,0,21,6
6723,1000,2016-06-22,4.0,cloudy,71.9375,9170,17260,35208,2016,06-22,summer,0,22,6
6724,1208,2016-06-23,4.0,cloudy,69.44197019867549,8890,17150,35023,2016,06-23,summer,0,23,6
6725,1395,2016-06-24,4.0,cloudy,76.15605734767027,8875,17399,34983,2016,06-24,summer,0,24,6
6726,1534,2016-06-25,4.0,cloudy,83.77183833116037,8888,17566,35554,2016,06-25,summer,1,25,6
6727,1207,2016-06-26,4.0,cloudy,82.83148301574153,9042,17846,36014,2016,06-26,summer,1,26,6
6728,1231,2016-06-27,4.0,cloudy,80.25142160844841,9062,17912,36261,2016,06-27,summer,0,27,6
6729,1319,2016-06-28,4.0,cloudy,66.26330553449583,9019,17969,36433,2016,06-28,summer,0,28,6
6730,1342,2016-06-29,4.0,cloudy,71.16378539493294,8894,18064,36669,2016,06-29,summer,0,29,6
6731,1314,2016-06-30,4.0,cloudy,73.53546423135465,9236,18126,36719,2016,06-30,summer,0,30,6
6732,1369,2016-07-01,4.0,cloudy,67.40226442658876,9342,18217,37283,2016,07-01,summer,0,1,7
6733,1235,2016-07-02,4.0,cloudy,71.10283400809715,9316,18204,37745,2016,07-02,summer,1,2,7
6734,1096,2016-07-03,4.0,cloudy,73.23503649635038,9017,18059,37750,2016,07-03,summer,1,3,7
6735,1026,2016-07-04,4.0,cloudy,74.129044834308,8906,17968,37525,2016,07-04,summer,0,4,7
6736,1288,2016-07-05,4.0,cloudy,80.4623447204969,8701,17720,37510,2016,07-05,summer,0,5,7
6737,1143,2016-07-06,4.0,cloudy,80.83167104111986,8670,17564,37308,2016,07-06,summer,0,6,7
6738,1070,2016-07-07,4.0,cloudy,76.55971962616822,8471,17707,37176,2016,07-07,summer,0,7,7
6739,1331,2016-07-08,4.0,cloudy,79.16408715251691,8227,17569,37037,2016,07-08,summer,0,8,7
6740,1695,2016-07-09,4.0,cloudy,74.61103244837759,8189,17505,37258,2016,07-09,summer,1,9,7
6741,1503,2016-07-10,4.0,cloudy,78.09414504324684,8649,17666,37994,2016,07-10,summer,1,10,7
6742,1320,2016-07-11,4.0,cloudy,83.04598484848486,9056,17962,38269,2016,07-11,summer,0,11,7
6743,1364,2016-07-12,4.0,cloudy,80.98284457478006,9350,18051,38335,2016,07-12,summer,0,12,7
6744,1170,2016-07-13,4.0,cloudy,78.8142735042735,9426,18096,38558,2016,07-13,summer,0,13,7
6745,1503,2016-07-14,4.0,cloudy,79.80479041916169,9453,17924,38554,2016,07-14,summer,0,14,7
6746,1244,2016-07-15,4.0,cloudy,67.59895498392284,9886,18113,38833,2016,07-15,summer,0,15,7
6747,1627,2016-07-16,4.0,cloudy,72.3858020897357,9799,17988,38797,2016,07-16,summer,1,16,7
6748,1092,2016-07-17,4.0,cloudy,78.64111721611722,9731,18380,39201,2016,07-17,summer,1,17,7
6749,1448,2016-07-18,4.0,cloudy,80.8428867403315,9320,18376,38911,2016,07-18,summer,0,18,7
6750,1522,2016-07-19,4.0,cloudy,80.84014454664916,9448,18798,38979,2016,07-19,summer,0,19,7
6751,1495,2016-07-20,4.0,cloudy,81.8933110367893,9606,19032,39314,2016,07-20,summer,0,20,7
6752,1151,2016-07-21,4.0,cloudy,84.94960903562121,9931,19384,39535,2016,07-21,summer,0,21,7
6753,1329,2016-07-22,4.0,cloudy,83.43288186606472,9579,19465,39242,2016,07-22,summer,0,22,7
6754,1079,2016-07-23,4.0,cloudy,85.74800741427248,9664,19463,39571,2016,07-23,summer,1,23,7
6755,947,2016-07-24,4.0,cloudy,85.44582893347412,9116,18847,39442,2016,07-24,summer,1,24,7
6756,1293,2016-07-25,4.0,cloudy,81.4812064965197,8971,18291,38994,2016,07-25,summer,0,25,7
6757,1459,2016-07-26,4.0,cloudy,81.52864976010966,8816,18264,38753,2016,07-26,summer,0,26,7
6758,1409,2016-07-27,4.0,cloudy,82.2289567068843,8753,18359,39005,2016,07-27,summer,0,27,7
6759,1189,2016-07-28,4.0,cloudy,76.0663582842725,8667,18598,39183,2016,07-28,summer,0,28,7
6760,1143,2016-07-29,4.0,cloudy,74.36080489938756,8705,18284,39053,2016,07-29,summer,0,29,7
6761,1308,2016-07-30,4.0,cloudy,73.00558103975537,8519,18183,38854,2016,07-30,summer,1,30,7
6762,1433,2016-07-31,4.0,cloudy,76.47362177250524,8748,17864,38848,2016,07-31,summer,1,31,7
6763,1367,2016-08-01,4.0,cloudy,77.43789319678126,9234,18205,38912,2016,08-01,summer,0,1,8
6764,1409,2016-08-02,4.0,cloudy,80.17735982966643,9308,18124,39044,2016,08-02,summer,0,2,8
6765,1474,2016-08-03,4.0,cloudy,82.66797829036635,9258,18011,39357,2016,08-03,summer,0,3,8
6766,1382,2016-08-04,4.0,cloudy,84.20738060781477,9323,17990,39805,2016,08-04,summer,0,4,8
6767,1301,2016-08-05,4.0,cloudy,78.99215987701767,9516,18221,39899,2016,08-05,summer,0,5,8
6768,1430,2016-08-06,4.0,cloudy,78.42846153846153,9674,18193,40057,2016,08-06,summer,1,6,8
6769,1213,2016-08-07,4.0,cloudy,78.9265457543281,9796,18544,40417,2016,08-07,summer,1,7,8
6770,1355,2016-08-08,4.0,cloudy,79.30376383763839,9576,18810,40299,2016,08-08,summer,0,8,8
6771,1402,2016-08-09,4.0,cloudy,81.23808844507845,9564,18872,39959,2016,08-09,summer,0,9,8
6772,1406,2016-08-10,4.0,cloudy,82.83229018492177,9557,18815,39858,2016,08-10,summer,0,10,8
6773,1344,2016-08-11,4.0,cloudy,83.93965773809524,9489,18812,39944,2016,08-11,summer,0,11,8
6774,811,2016-08-12,4.0,rain or snow,78.14870530209619,9451,18967,39924,2016,08-12,summer,0,12,8
6775,1392,2016-08-13,4.0,cloudy,79.86551724137931,8961,18635,39565,2016,08-13,summer,1,13,8
6776,1292,2016-08-14,4.0,cloudy,80.87136222910217,8923,18719,39454,2016,08-14,summer,1,14,8
6777,1051,2016-08-15,4.0,cloudy,74.57231208372978,9002,18578,39502,2016,08-15,summer,0,15,8
6778,1352,2016-08-16,4.0,cloudy,78.69193786982248,8698,18262,38926,2016,08-16,summer,0,16,8
6779,1356,2016-08-17,4.0,cloudy,78.58797935103244,8648,18205,39186,2016,08-17,summer,0,17,8
6780,1137,2016-08-18,4.0,cloudy,79.93175021987688,8598,18087,39094,2016,08-18,summer,0,18,8
6781,1209,2016-08-19,4.0,cloudy,77.49991728701407,8391,17842,38709,2016,08-19,summer,0,19,8
6782,989,2016-08-20,4.0,cloudy,73.25733063700706,8789,17750,38423,2016,08-20,summer,1,20,8
6783,1304,2016-08-21,4.0,cloudy,69.49279141104294,8386,17309,38261,2016,08-21,summer,1,21,8
6784,1380,2016-08-22,4.0,cloudy,71.49615942028986,8398,17400,38236,2016,08-22,summer,0,22,8
6785,1384,2016-08-23,4.0,cloudy,74.54002890173409,8727,17425,38537,2016,08-23,summer,0,23,8
6786,1129,2016-08-24,4.0,cloudy,78.07307351638619,8759,17407,38974,2016,08-24,summer,0,24,8
6787,1255,2016-08-25,4.0,cloudy,75.8377689243028,8532,17130,38810,2016,08-25,summer,0,25,8
6788,1344,2016-08-26,4.0,cloudy,73.8919642857143,8650,17041,38606,2016,08-26,summer,0,26,8
6789,1035,2016-08-27,4.0,cloudy,78.08328502415459,8785,17574,38541,2016,08-27,summer,1,27,8
6790,1311,2016-08-28,4.0,cloudy,78.17948131197558,8831,17217,38387,2016,08-28,summer,1,28,8
6791,1143,2016-08-29,4.0,cloudy,76.59877515310586,8838,17236,38555,2016,08-29,summer,0,29,8
6792,1095,2016-08-30,4.0,cloudy,76.42456621004567,8601,17328,38390,2016,08-30,summer,0,30,8
6793,1476,2016-08-31,4.0,cloudy,71.34518970189703,8312,17071,38052,2016,08-31,summer,0,31,8
6794,1389,2016-09-01,4.0,cloudy,67.8020158387329,8659,17191,38161,2016,09-01,authum,0,1,9
6795,1377,2016-09-02,4.0,cloudy,70.0760348583878,8793,17443,38141,2016,09-02,authum,0,2,9
6796,1264,2016-09-03,4.0,cloudy,71.41534810126579,8826,17611,38044,2016,09-03,authum,1,3,9
6797,1177,2016-09-04,4.0,cloudy,74.27646559048428,9055,17886,37926,2016,09-04,authum,1,4,9
6798,1165,2016-09-05,4.0,cloudy,82.32935622317595,8921,17759,37802,2016,09-05,authum,0,5,9
6799,1343,2016-09-06,4.0,cloudy,85.4133283693224,8943,17544,37537,2016,09-06,authum,0,6,9
6800,1226,2016-09-07,4.0,cloudy,82.93115823817294,9191,17503,37667,2016,09-07,authum,0,7,9
6801,1222,2016-09-08,4.0,cloudy,76.72569558101472,8941,17600,37538,2016,09-08,authum,0,8,9
6802,1223,2016-09-09,4.0,cloudy,73.94415372035976,8774,17567,37358,2016,09-09,authum,0,9,9
6803,1236,2016-09-10,4.0,cloudy,68.34846278317151,8620,17446,37175,2016,09-10,authum,1,10,9
6804,1430,2016-09-11,4.0,cloudy,69.82916083916082,8592,17647,37067,2016,09-11,authum,1,11,9
6805,1342,2016-09-12,4.0,cloudy,70.87675111773474,8845,17766,37686,2016,09-12,authum,0,12,9
6806,1349,2016-09-13,4.0,cloudy,74.61178650852483,9022,17965,37636,2016,09-13,authum,0,13,9
6807,1360,2016-09-14,4.0,cloudy,68.98889705882353,9028,18219,37693,2016,09-14,authum,0,14,9
